brand,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Chevrolet,2016,125000,Petrol,Individual,Manual,First Owner,170000
Maruti,2018,8000,Petrol,Individual,Manual,First Owner,550000
Volkswagen,2018,13000,Petrol,Individual,Manual,First Owner,465000
Tata,2012,80000,Diesel,Individual,Manual,Third Owner,120000
Hyundai,2008,54309,Petrol,Individual,Manual,First Owner,220000
Ford,2011,70000,Diesel,Individual,Manual,Second Owner,180000
Chevrolet,2006,34600,Petrol,Individual,Manual,Third Owner,150000
Tata,2016,25000,Petrol,Individual,Manual,First Owner,520000
Tata,2013,80000,Diesel,Individual,Manual,Third Owner,430000
Mahindra,2009,55000,Diesel,Individual,Manual,Second Owner,300000
Hyundai,2020,5000,Diesel,Individual,Manual,First Owner,1000000
Honda,2017,30000,Diesel,Individual,Manual,First Owner,725000
Hyundai,2011,31000,Diesel,Individual,Manual,First Owner,500000
Maruti,2011,50000,Petrol,Individual,Manual,First Owner,250000
Maruti,2018,38217,Diesel,Individual,Manual,First Owner,700000
Ford,2011,50000,Petrol,Individual,Manual,Third Owner,185000
Maruti,2011,120000,Diesel,Individual,Manual,First Owner,200000
Mahindra,2004,110000,Diesel,Individual,Manual,Third Owner,315000
Tata,2019,40000,Diesel,Individual,Manual,First Owner,1100000
Hyundai,2001,50000,Petrol,Individual,Manual,Third Owner,52000
Hyundai,2017,10000,Petrol,Individual,Manual,First Owner,600000
Tata,2019,10000,Diesel,Individual,Manual,First Owner,1700000
Nissan,2015,100000,Diesel,Individual,Manual,First Owner,451000
Mahindra,2016,60000,Petrol,Individual,Manual,First Owner,370000
Ford,2017,30000,Diesel,Individual,Automatic,First Owner,2700000
Renault,2016,23000,Petrol,Individual,Manual,First Owner,280000
Maruti,2017,30000,Petrol,Individual,Manual,First Owner,350000
Hyundai,2011,50000,Petrol,Individual,Manual,First Owner,250000
Maruti,2014,25000,Petrol,Individual,Manual,Second Owner,204999
Maruti,2019,15000,Petrol,Individual,Manual,First Owner,500000
Tata,2009,30000,Diesel,Individual,Manual,First Owner,150000
Chevrolet,2010,45000,Petrol,Individual,Manual,Second Owner,175000
Chevrolet,2009,44800,Petrol,Individual,Manual,Second Owner,170000
Tata,2010,50000,Petrol,Individual,Manual,First Owner,200000
Hyundai,2018,52000,Diesel,Individual,Manual,First Owner,800000
Tata,2017,50000,Diesel,Individual,Automatic,First Owner,1200000
Toyota,2008,35000,Petrol,Individual,Manual,Second Owner,400000
Maruti,2010,100000,Diesel,Individual,Manual,Second Owner,148000
Tata,2014,100000,Diesel,Individual,Manual,First Owner,200000
Maruti,2016,40000,Diesel,Individual,Manual,Second Owner,284000
Maruti,2007,60000,Petrol,Individual,Manual,Third Owner,80000
Chevrolet,2014,77000,Petrol,Individual,Manual,First Owner,170000
Hyundai,2011,60000,Petrol,Individual,Manual,First Owner,150000
Tata,2010,77073,Petrol,Individual,Manual,Second Owner,110000
Ford,2016,70000,Diesel,Individual,Manual,First Owner,400000
Hyundai,2013,90000,LPG,Individual,Manual,Second Owner,275000
Toyota,2013,186000,Diesel,Individual,Manual,Third Owner,800000
Mahindra,2014,90000,Diesel,Individual,Manual,First Owner,550000
Maruti,2007,100000,Petrol,Individual,Manual,Second Owner,125000
Chevrolet,2010,80000,Petrol,Individual,Manual,Second Owner,135000
Mahindra,2012,150000,Diesel,Individual,Manual,First Owner,349000
Maruti,2014,80000,Diesel,Individual,Manual,First Owner,458000
Maruti,2018,35000,Petrol,Individual,Manual,First Owner,300000
Maruti,2008,70000,Petrol,Individual,Manual,First Owner,95000
Maruti,2018,50000,Diesel,Individual,Manual,First Owner,850000
Ford,2019,25000,Diesel,Individual,Manual,First Owner,750000
Ford,2013,120000,Diesel,Individual,Manual,First Owner,190000
Maruti,2009,70000,Petrol,Individual,Manual,First Owner,150000
Hyundai,2009,106000,Petrol,Individual,Manual,Third Owner,114999
Toyota,2010,120000,Petrol,Individual,Manual,Third Owner,320000
Maruti,2019,120000,CNG,Individual,Manual,First Owner,300000
Maruti,2016,160000,Petrol,Individual,Manual,First Owner,275000
Chevrolet,2010,120000,Petrol,Individual,Manual,Second Owner,140000
Tata,2020,10000,Petrol,Individual,Manual,First Owner,830000
Volkswagen,2013,50000,Petrol,Individual,Manual,First Owner,380000
Hyundai,2010,90000,Petrol,Individual,Manual,Second Owner,150000
Chevrolet,2008,70000,Petrol,Individual,Manual,First Owner,50000
Mahindra,2008,100000,Diesel,Individual,Manual,First Owner,155000
Mahindra,2008,100000,Diesel,Individual,Manual,First Owner,155000
Skoda,2010,80000,Petrol,Individual,Manual,First Owner,300000
Maruti,2018,16584,Petrol,Dealer,Manual,First Owner,300000
Tata,2016,38000,Diesel,Dealer,Manual,First Owner,385000
Maruti,2010,51000,Petrol,Dealer,Manual,First Owner,221000
Tata,2016,38000,Diesel,Dealer,Manual,First Owner,381000
Maruti,2015,35000,Petrol,Dealer,Manual,First Owner,250999
Hyundai,2002,120000,Petrol,Individual,Manual,Third Owner,60000
Tata,2016,38000,Diesel,Dealer,Manual,First Owner,380000
Skoda,2008,144000,Diesel,Individual,Manual,Third Owner,180000
Maruti,2017,64000,Diesel,Dealer,Manual,First Owner,751000
Mahindra,2015,60000,Diesel,Dealer,Automatic,First Owner,1250000
Hyundai,2014,65000,Petrol,Dealer,Manual,First Owner,229999
Tata,2019,24000,Diesel,Individual,Manual,First Owner,1250000
Mahindra,2014,58000,Diesel,Dealer,Manual,Second Owner,782000
Mahindra,2014,58000,Diesel,Dealer,Manual,Second Owner,780000
Maruti,2016,68000,Petrol,Dealer,Manual,First Owner,245000
Hyundai,2011,81257,Diesel,Dealer,Manual,First Owner,321000
Hyundai,2017,44000,Diesel,Dealer,Manual,First Owner,509999
Tata,2015,45000,Petrol,Dealer,Manual,First Owner,110000
Volkswagen,2013,75000,Diesel,Dealer,Manual,First Owner,400000
Maruti,2013,90000,Petrol,Individual,Manual,First Owner,370000
Hyundai,2007,80000,Diesel,Individual,Manual,Second Owner,175000
Mercedes-Benz,1998,35000,Petrol,Individual,Automatic,Second Owner,1000000
Maruti,2013,25000,Petrol,Individual,Manual,Second Owner,92800
Tata,2014,90000,Diesel,Individual,Manual,First Owner,291000
Maruti,2013,25000,Petrol,Individual,Manual,Second Owner,92800
Hyundai,2013,110000,Diesel,Individual,Manual,Third Owner,335000
Maruti,2013,35000,Petrol,Individual,Manual,First Owner,170000
Maruti,2019,10000,Petrol,Individual,Manual,First Owner,295000
Renault,2019,10000,Petrol,Individual,Manual,First Owner,375000
Hyundai,2012,70000,Petrol,Individual,Manual,Second Owner,215000
Ford,2009,110000,Diesel,Individual,Manual,Second Owner,150000
Maruti,2003,5000,Petrol,Individual,Manual,Second Owner,60000
Maruti,2006,120000,Petrol,Individual,Manual,Third Owner,52000
Maruti,2009,90000,LPG,Individual,Manual,Second Owner,80000
Maruti,2012,70000,Petrol,Individual,Manual,Second Owner,140000
Hyundai,2008,90000,Petrol,Individual,Manual,Second Owner,120000
Ford,2006,120000,Diesel,Individual,Manual,Third Owner,110000
Tata,2012,110000,Diesel,Individual,Manual,Fourth & Above Owner,280000
Toyota,2016,50000,Diesel,Individual,Manual,Second Owner,450000
Mahindra,2018,58000,Diesel,Individual,Manual,First Owner,1150000
Maruti,2018,15000,Diesel,Individual,Manual,First Owner,650000
Tata,2015,60000,Petrol,Individual,Manual,Second Owner,300000
Tata,2015,57000,Petrol,Individual,Manual,First Owner,73000
Maruti,2015,87000,Diesel,Individual,Manual,Third Owner,400000
Renault,2017,70000,Petrol,Individual,Manual,First Owner,300000
Maruti,2012,30000,Petrol,Individual,Automatic,Second Owner,300000
Maruti,2012,80000,Diesel,Individual,Manual,First Owner,450000
Hyundai,2009,100000,Petrol,Individual,Manual,Second Owner,200000
Maruti,2019,40000,Petrol,Individual,Manual,First Owner,580000
Hyundai,2017,3917,Petrol,Individual,Manual,First Owner,550000
Mahindra,2007,160000,Diesel,Individual,Manual,Second Owner,190000
Tata,2017,35000,Diesel,Individual,Manual,First Owner,450000
Chevrolet,2014,70000,Petrol,Individual,Manual,First Owner,220000
Maruti,2012,69069,Petrol,Dealer,Manual,First Owner,310000
Hyundai,2019,13500,Petrol,Individual,Manual,First Owner,650000
Maruti,2014,59059,Petrol,Dealer,Manual,First Owner,300000
Hyundai,2013,70000,Petrol,Individual,Manual,First Owner,200000
Honda,2012,39039,Petrol,Dealer,Manual,First Owner,285000
Honda,2014,33033,Petrol,Dealer,Manual,First Owner,335000
Hyundai,2011,55168,Petrol,Individual,Manual,Second Owner,370000
Hyundai,2013,41041,Petrol,Dealer,Manual,First Owner,375000
Hyundai,2009,67067,Petrol,Dealer,Manual,First Owner,235000
Hyundai,2013,66066,Petrol,Dealer,Automatic,First Owner,345000
Mahindra,2013,82082,Diesel,Dealer,Manual,First Owner,365000
Hyundai,2014,48000,Petrol,Individual,Manual,First Owner,400000
Hyundai,2015,30000,Petrol,Individual,Manual,First Owner,250000
Hyundai,2012,70070,Diesel,Dealer,Automatic,First Owner,465000
Renault,2017,10000,Petrol,Individual,Manual,First Owner,300000
Maruti,2018,25000,Petrol,Individual,Manual,First Owner,655000
Maruti,2016,30000,CNG,Individual,Manual,Second Owner,350000
Hyundai,2015,50000,Petrol,Dealer,Automatic,First Owner,500000
Hyundai,2015,63063,Petrol,Dealer,Automatic,First Owner,465000
Maruti,2008,70000,Diesel,Individual,Manual,First Owner,263000
Maruti,2012,90000,Petrol,Individual,Manual,First Owner,250000
Hyundai,1999,90000,Petrol,Individual,Manual,Fourth & Above Owner,60000
Hyundai,2005,90000,Petrol,Individual,Manual,Third Owner,70000
Chevrolet,2016,30000,Petrol,Individual,Manual,First Owner,250000
Hyundai,2016,80000,Petrol,Individual,Manual,First Owner,229999
Chevrolet,2011,120000,Diesel,Individual,Manual,First Owner,195000
Datsun,2016,22000,Petrol,Individual,Manual,First Owner,270000
Honda,2017,140000,Diesel,Individual,Manual,First Owner,650000
Hyundai,2014,80000,Diesel,Individual,Manual,Second Owner,370000
Maruti,2016,40000,Diesel,Individual,Manual,First Owner,509999
Maruti,2011,33000,Petrol,Individual,Manual,First Owner,280000
Maruti,2010,40000,Petrol,Individual,Manual,First Owner,180000
Renault,2018,10500,Petrol,Individual,Manual,First Owner,300000
Mahindra,2013,107000,Diesel,Individual,Manual,First Owner,400000
Hyundai,2010,60000,Petrol,Individual,Manual,Second Owner,210000
Hyundai,2006,120000,Petrol,Individual,Manual,Second Owner,90000
Maruti,2010,70000,Petrol,Individual,Manual,First Owner,222000
Maruti,2015,50000,Petrol,Individual,Manual,Second Owner,240000
Toyota,2013,70000,Diesel,Individual,Manual,Second Owner,450000
Ford,2017,6000,Petrol,Individual,Manual,First Owner,650000
Hyundai,2010,78000,Diesel,Dealer,Manual,Second Owner,200000
Hyundai,2011,72000,Diesel,Dealer,Manual,Third Owner,210000
Tata,2011,9528,Petrol,Dealer,Manual,First Owner,75000
Toyota,2011,135200,Diesel,Dealer,Manual,First Owner,450000
Hyundai,2011,58000,Petrol,Dealer,Manual,Second Owner,220000
Hyundai,2013,78000,Diesel,Dealer,Manual,Second Owner,325000
Tata,2018,45000,Petrol,Individual,Manual,First Owner,450000
Ford,2017,35000,Diesel,Individual,Manual,First Owner,825000
Hyundai,2007,76000,Petrol,Dealer,Manual,Third Owner,125000
Mahindra,2015,100000,Diesel,Individual,Manual,Third Owner,434999
Mahindra,2011,99000,Diesel,Individual,Manual,Second Owner,484999
Maruti,2009,80000,Diesel,Individual,Manual,Third Owner,175000
Honda,2006,120000,Petrol,Individual,Manual,Third Owner,220000
Honda,2020,1100,Petrol,Dealer,Manual,First Owner,1250000
Maruti,2017,34000,Petrol,Dealer,Manual,First Owner,215000
Mahindra,2014,68000,Diesel,Dealer,Manual,First Owner,625000
Ford,2018,15000,Diesel,Individual,Manual,First Owner,615000
Chevrolet,2012,58000,Diesel,Dealer,Manual,First Owner,130000
Tata,2013,50300,Diesel,Individual,Manual,First Owner,175000
Tata,2011,70000,Diesel,Individual,Manual,Second Owner,150000
Tata,2011,60000,Diesel,Individual,Manual,Third Owner,195000
Maruti,2020,90000,Diesel,Individual,Manual,First Owner,550000
Isuzu,2018,40000,Diesel,Individual,Manual,First Owner,1500000
Skoda,2010,80000,Petrol,Individual,Manual,Second Owner,400000
Nissan,2019,15000,Diesel,Individual,Manual,First Owner,1350000
Maruti,2015,45000,Petrol,Individual,Manual,First Owner,217000
Maruti,2011,130000,Diesel,Individual,Manual,Second Owner,290000
Mahindra,2018,80000,Diesel,Individual,Manual,First Owner,700000
Maruti,2014,40000,Petrol,Individual,Manual,First Owner,175000
Volkswagen,2017,80000,Diesel,Individual,Manual,First Owner,575000
Maruti,2016,100000,Diesel,Individual,Manual,Second Owner,380000
Mahindra,2013,151624,Diesel,Individual,Manual,Second Owner,350000
Renault,2012,160000,Diesel,Individual,Manual,First Owner,450000
Hyundai,2005,110000,CNG,Individual,Manual,Second Owner,130000
Maruti,2015,74820,Diesel,Individual,Manual,First Owner,320000
Mahindra,2014,82000,Diesel,Individual,Manual,First Owner,550000
Maruti,2015,50000,Petrol,Individual,Manual,Second Owner,370000
Chevrolet,2010,70000,Petrol,Individual,Manual,Second Owner,114999
Ford,2020,1000,Petrol,Individual,Manual,First Owner,1100000
Hyundai,2006,170000,Diesel,Individual,Manual,First Owner,170000
Tata,2008,150000,Diesel,Individual,Manual,Third Owner,80000
Ford,2019,17000,Diesel,Individual,Manual,First Owner,950000
Maruti,2014,150000,Diesel,Individual,Manual,First Owner,425000
Hyundai,2015,80000,Diesel,Individual,Manual,First Owner,500000
Hyundai,2005,170000,Petrol,Individual,Manual,Third Owner,70000
Honda,2013,120000,Diesel,Individual,Manual,First Owner,349000
Hyundai,2012,90000,Petrol,Individual,Manual,Third Owner,330000
Hyundai,2010,90000,Petrol,Individual,Manual,Third Owner,120000
Hyundai,2013,100000,Diesel,Individual,Manual,Second Owner,430000
Maruti,2014,90000,Diesel,Individual,Manual,First Owner,390000
Nissan,2012,129000,Diesel,Individual,Manual,First Owner,225000
Mahindra,2010,186000,Diesel,Individual,Automatic,Second Owner,350000
Tata,2009,66778,Diesel,Individual,Manual,First Owner,100000
Hyundai,2014,50000,Petrol,Individual,Manual,First Owner,190000
Hyundai,2014,110000,Diesel,Individual,Manual,Second Owner,315000
Hyundai,2015,60000,Diesel,Individual,Manual,Second Owner,300000
Renault,2016,40000,Petrol,Individual,Manual,First Owner,280000
Hyundai,2017,55000,Diesel,Dealer,Manual,First Owner,1650000
Hyundai,2015,21000,Petrol,Dealer,Manual,Second Owner,295000
Jaguar,2012,66363,Petrol,Dealer,Automatic,Second Owner,2050000
Hyundai,2018,11700,Petrol,Dealer,Automatic,First Owner,1475000
Hyundai,2017,10000,Petrol,Individual,Automatic,First Owner,1100000
Mercedes-Benz,2014,100000,Diesel,Individual,Automatic,Second Owner,4400000
Maruti,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000
Maruti,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,750000
Hyundai,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000
Volkswagen,2017,20000,Petrol,Dealer,Automatic,Second Owner,850000
Renault,2015,61585,Diesel,Trustmark Dealer,Manual,First Owner,390000
Maruti,2016,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,450000
Honda,2014,29654,Petrol,Trustmark Dealer,Manual,First Owner,425000
Maruti,2016,64672,Diesel,Trustmark Dealer,Manual,First Owner,770000
Hyundai,2015,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,1150000
Honda,2015,66521,Petrol,Trustmark Dealer,Manual,First Owner,775000
Hyundai,2019,3000,Petrol,Individual,Automatic,First Owner,720000
Toyota,2018,23974,Diesel,Dealer,Automatic,Second Owner,1725000
Tata,2018,10000,Petrol,Individual,Manual,First Owner,539000
Maruti,2017,50000,Petrol,Individual,Manual,First Owner,420000
Maruti,2001,70000,Petrol,Individual,Manual,Third Owner,85000
OpelCorsa,2004,73000,Petrol,Individual,Manual,Fourth & Above Owner,142000
Hyundai,2014,76000,Petrol,Individual,Manual,Second Owner,180000
Chevrolet,2014,120000,Diesel,Individual,Manual,Second Owner,400000
Mahindra,2009,170000,Diesel,Individual,Automatic,Third Owner,360000
Hyundai,2003,110000,Petrol,Individual,Manual,Second Owner,85000
Honda,2016,63400,Petrol,Individual,Manual,First Owner,350000
Datsun,2015,25000,Petrol,Individual,Manual,First Owner,380000
Hyundai,2009,80000,Petrol,Individual,Manual,Third Owner,140000
Maruti,2012,90000,Petrol,Individual,Manual,First Owner,200000
Hyundai,2011,157000,Petrol,Individual,Manual,First Owner,150000
Tata,2012,80000,Diesel,Individual,Manual,Second Owner,150000
Maruti,2006,40000,Petrol,Individual,Manual,Second Owner,90000
Mahindra,2007,100000,Diesel,Individual,Manual,Second Owner,300000
Renault,2017,50000,Petrol,Individual,Manual,First Owner,280000
Maruti,2011,40000,Petrol,Individual,Manual,First Owner,200000
Chevrolet,2009,38500,Petrol,Individual,Manual,Second Owner,110000
Hyundai,2008,103921,Petrol,Individual,Manual,Second Owner,140000
Hyundai,2020,10000,Diesel,Individual,Manual,First Owner,1050000
Honda,2018,14825,Petrol,Dealer,Manual,First Owner,1150000
Honda,2016,43377,Diesel,Dealer,Manual,First Owner,910000
Ford,2010,102307,Diesel,Dealer,Manual,First Owner,160000
Maruti,2004,79000,Petrol,Individual,Manual,Second Owner,105000
Skoda,2014,135000,Diesel,Individual,Automatic,Third Owner,1200000
Renault,2018,10500,Petrol,Individual,Manual,First Owner,300000
Maruti,2004,90000,Petrol,Individual,Manual,Fourth & Above Owner,70000
Chevrolet,2012,110000,Diesel,Individual,Manual,First Owner,160000
Chevrolet,2012,50000,Diesel,Individual,Manual,First Owner,160000
Chevrolet,2013,80000,Diesel,Individual,Manual,First Owner,225000
Honda,2018,19571,Diesel,Dealer,Manual,First Owner,790000
Honda,2002,100000,Petrol,Individual,Manual,First Owner,145000
Honda,2018,29600,Petrol,Dealer,Manual,First Owner,1200000
Ford,2018,20000,Diesel,Individual,Manual,First Owner,930000
Hyundai,2016,30000,Petrol,Individual,Manual,First Owner,210000
Hyundai,2008,154000,Diesel,Individual,Manual,Third Owner,110000
Maruti,2011,70000,Petrol,Individual,Manual,First Owner,175000
Maruti,2018,15000,Diesel,Individual,Automatic,First Owner,950000
Renault,2017,40000,Diesel,Individual,Manual,First Owner,650000
Maruti,2019,51000,Petrol,Individual,Manual,First Owner,550000
Maruti,2008,120000,Petrol,Individual,Manual,Second Owner,85000
Maruti,2019,50000,Petrol,Individual,Manual,First Owner,340000
Renault,2017,13500,Diesel,Individual,Manual,First Owner,825000
Toyota,2016,35000,Petrol,Individual,Manual,First Owner,509999
Renault,2013,1000,Diesel,Dealer,Manual,Second Owner,450000
Mercedes-Benz,2018,10000,Diesel,Dealer,Automatic,First Owner,3800000
Audi,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
BMW,2019,30000,Diesel,Dealer,Automatic,First Owner,4950000
Hyundai,2016,52600,Diesel,Individual,Manual,First Owner,535000
Maruti,2012,110000,Petrol,Individual,Manual,Second Owner,225000
Hyundai,2017,19890,Petrol,Dealer,Automatic,First Owner,550000
Maruti,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000
Maruti,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,625000
Hyundai,2017,10510,Petrol,Dealer,Automatic,First Owner,520000
Chevrolet,2016,41000,Petrol,Dealer,Manual,First Owner,239000
Toyota,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
Maruti,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,750000
Hyundai,2012,49824,Petrol,Dealer,Manual,First Owner,229999
Audi,2013,58500,Diesel,Dealer,Automatic,First Owner,1300000
Hyundai,2005,56580,Petrol,Dealer,Manual,First Owner,80000
Skoda,2012,52000,Diesel,Dealer,Manual,First Owner,385000
Hyundai,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000
Maruti,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,600000
Renault,2013,1000,Diesel,Dealer,Manual,Second Owner,450000
Mercedes-Benz,2018,10000,Diesel,Dealer,Automatic,First Owner,3800000
Audi,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
BMW,2019,30000,Diesel,Dealer,Automatic,First Owner,4950000
Hyundai,2016,52600,Diesel,Individual,Manual,First Owner,535000
Maruti,2012,110000,Petrol,Individual,Manual,Second Owner,225000
Hyundai,2017,19890,Petrol,Dealer,Automatic,First Owner,550000
Maruti,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000
Maruti,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,625000
Hyundai,2017,10510,Petrol,Dealer,Automatic,First Owner,520000
Chevrolet,2016,41000,Petrol,Dealer,Manual,First Owner,239000
Toyota,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
Maruti,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,750000
Hyundai,2012,49824,Petrol,Dealer,Manual,First Owner,229999
Audi,2013,58500,Diesel,Dealer,Automatic,First Owner,1300000
Hyundai,2005,56580,Petrol,Dealer,Manual,First Owner,80000
Skoda,2012,52000,Diesel,Dealer,Manual,First Owner,385000
Hyundai,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000
Maruti,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,600000
Maruti,2017,70000,Diesel,Individual,Manual,First Owner,650000
Chevrolet,2011,60000,Petrol,Individual,Manual,Second Owner,140000
Maruti,2011,70000,Petrol,Individual,Manual,First Owner,150000
Datsun,2018,10000,Petrol,Individual,Manual,Second Owner,450000
Hyundai,2006,245244,Diesel,Individual,Manual,Fourth & Above Owner,170000
Renault,2017,60000,Petrol,Individual,Manual,First Owner,400000
Tata,2016,30000,Petrol,Individual,Manual,First Owner,300000
Maruti,2012,8000,Petrol,Individual,Manual,First Owner,250000
Tata,2019,10000,Petrol,Individual,Manual,First Owner,500000
Hyundai,2002,100000,Diesel,Individual,Manual,Third Owner,85000
Nissan,2012,110000,Diesel,Individual,Manual,First Owner,300000
Hyundai,2005,56580,Petrol,Dealer,Manual,First Owner,80000
Mahindra,2015,45000,Diesel,Dealer,Automatic,First Owner,740000
Hyundai,2005,68500,Petrol,Dealer,Manual,First Owner,70000
Hyundai,2019,5007,Petrol,Dealer,Automatic,First Owner,484999
Nissan,2013,30000,Petrol,Individual,Manual,First Owner,164000
Honda,2008,70000,Petrol,Individual,Automatic,First Owner,140000
Mercedes-Benz,2011,49600,Diesel,Dealer,Automatic,First Owner,999000
Maruti,2005,23000,Petrol,Individual,Manual,Second Owner,56000
BMW,2006,30000,Diesel,Dealer,Automatic,First Owner,1050000
Hyundai,2010,38000,Petrol,Dealer,Manual,First Owner,190000
Audi,2018,22000,Diesel,Dealer,Automatic,First Owner,3899000
Hyundai,2011,43100,Petrol,Dealer,Manual,First Owner,235000
Datsun,2017,10171,Petrol,Dealer,Manual,First Owner,350000
Renault,2015,41123,Diesel,Dealer,Manual,First Owner,465000
Toyota,2017,20118,Petrol,Dealer,Automatic,First Owner,1900000
Honda,2014,40000,Diesel,Dealer,Manual,First Owner,450000
Volkswagen,2015,52517,Diesel,Dealer,Manual,First Owner,790000
Mahindra,2019,20000,Diesel,Individual,Manual,First Owner,900000
Ford,2014,99117,Diesel,Dealer,Manual,First Owner,450000
Chevrolet,2009,90000,Petrol,Individual,Manual,First Owner,135000
Maruti,2019,3700,Petrol,Individual,Manual,First Owner,425000
Tata,2010,80000,Diesel,Individual,Manual,First Owner,100000
Ford,2015,100000,Diesel,Individual,Manual,Second Owner,650000
Tata,2011,54000,Diesel,Individual,Manual,First Owner,90000
Hyundai,2017,19000,Petrol,Individual,Manual,First Owner,250000
Maruti,2014,120000,Diesel,Individual,Manual,First Owner,300000
Maruti,2014,30000,Petrol,Individual,Manual,First Owner,275000
Honda,2017,43500,Petrol,Individual,Manual,First Owner,600000
Renault,2016,60000,Petrol,Individual,Manual,Second Owner,270000
Renault,2016,70000,Petrol,Individual,Manual,Second Owner,240000
Skoda,2014,135000,Diesel,Individual,Automatic,Third Owner,1200000
Chevrolet,2012,50000,Diesel,Individual,Manual,First Owner,160000
Honda,2018,19571,Diesel,Dealer,Manual,First Owner,790000
Honda,2018,29600,Petrol,Dealer,Manual,First Owner,1200000
Maruti,2011,70000,Petrol,Individual,Manual,First Owner,175000
Maruti,2018,15000,Diesel,Individual,Automatic,First Owner,950000
Maruti,2019,50000,Petrol,Individual,Manual,First Owner,340000
Renault,2017,13500,Diesel,Individual,Manual,First Owner,825000
Audi,2018,22000,Petrol,Individual,Automatic,First Owner,3100000
Honda,2018,25000,Diesel,Dealer,Manual,First Owner,780000
Toyota,2010,80000,Petrol,Individual,Automatic,Third Owner,350000
Honda,2018,39000,Petrol,Dealer,Manual,First Owner,690000
Maruti,2016,60000,Petrol,Individual,Manual,First Owner,245000
Honda,2018,49000,Diesel,Dealer,Manual,First Owner,790000
Honda,2018,48600,Petrol,Dealer,Manual,First Owner,680000
Hyundai,2017,20000,Petrol,Individual,Manual,Second Owner,540000
Mahindra,2016,25000,Petrol,Individual,Manual,First Owner,425000
Maruti,2008,120000,Petrol,Individual,Manual,First Owner,140000
Maruti,2019,30000,Diesel,Individual,Manual,First Owner,1100000
Renault,2015,35000,Diesel,Individual,Manual,First Owner,715000
Maruti,2013,90000,Petrol,Individual,Manual,First Owner,370000
Hyundai,2007,80000,Diesel,Individual,Manual,Second Owner,175000
Mercedes-Benz,1998,35000,Petrol,Individual,Automatic,Second Owner,1000000
Maruti,2013,25000,Petrol,Individual,Manual,Second Owner,92800
Tata,2014,90000,Diesel,Individual,Manual,First Owner,291000
Maruti,2013,25000,Petrol,Individual,Manual,Second Owner,92800
Renault,2016,20000,Petrol,Individual,Manual,First Owner,350000
Maruti,1998,60000,Petrol,Dealer,Manual,Third Owner,65000
Maruti,2015,58000,Diesel,Individual,Manual,First Owner,650000
Maruti,2014,40000,Petrol,Dealer,Manual,First Owner,350000
Maruti,2005,70000,Petrol,Individual,Manual,Second Owner,75000
Hyundai,2012,70000,Diesel,Dealer,Manual,First Owner,440000
Hyundai,2013,60000,Petrol,Individual,Manual,First Owner,270000
Toyota,2014,135000,Diesel,Dealer,Manual,First Owner,1150000
Maruti,2015,70000,Petrol,Dealer,Manual,First Owner,238000
Mercedes-Benz,2013,40000,Petrol,Individual,Automatic,Second Owner,1100000
Mahindra,2015,75000,Diesel,Dealer,Manual,Second Owner,1200000
Skoda,2010,150000,Diesel,Individual,Manual,First Owner,260000
Toyota,2012,140000,Diesel,Individual,Manual,Third Owner,350000
Toyota,2015,70000,Diesel,Individual,Manual,First Owner,480000
Toyota,2012,137250,Diesel,Individual,Manual,Second Owner,345000
Mahindra,2013,110000,Diesel,Individual,Manual,Second Owner,500000
Hyundai,2017,27000,Petrol,Dealer,Manual,First Owner,595000
Hyundai,2019,9000,Diesel,Dealer,Manual,First Owner,1295000
Volkswagen,2019,5400,Diesel,Dealer,Manual,Test Drive Car,1350000
Renault,2020,1000,Petrol,Dealer,Manual,Test Drive Car,541000
Hyundai,2018,16000,Petrol,Dealer,Manual,First Owner,515000
Ford,2019,13000,Diesel,Dealer,Manual,Test Drive Car,894999
Renault,2012,47000,Diesel,Dealer,Manual,First Owner,325000
Maruti,2018,22000,Petrol,Individual,Manual,First Owner,925000
Nissan,2017,30000,Petrol,Individual,Manual,First Owner,844999
Maruti,2018,20000,Petrol,Individual,Manual,First Owner,925000
Tata,2013,60000,Diesel,Individual,Manual,First Owner,300000
Toyota,2008,75000,Petrol,Individual,Manual,Second Owner,650000
Maruti,2010,64000,Petrol,Dealer,Manual,First Owner,175000
